RIVOLI;VOIE;MINIMUM_PAIR;MAXIMUM_PAIR;MINIMUM_IMPAIR;MAXIMUM_IMPAIR;NUM_BV;BUREAU_DE_VOTE
5498;VILLARET (CHEMIN DU);;;;;20;ECOLE PRIMAIRE DU VILLARET
5497;VILLARET (RUE DU);16;184;3;115;20;ECOLE PRIMAIRE DU VILLARET
5500;VILLENEUVE (RUE DE);6;78;7;87;37;RESTAURANT SCOLAIRE SABLONNIERE
5502;VILNIUS (RUE DE);24;52;1;33;29;RESTAURANT SCOLAIRE GERMAIN PILON
5507;VINCENT AURIOL (RUE);4;4;;;42;MAISON DE QUARTIER EDITH PIAF
5506;VINCENT SCOTTO (RUE);;;3;7;96;ITEMM
5508;VINGT-QUATRE HEURES (RUE DES);;;;;53;FOYER FULBERT MASSON
5508;VINGT-QUATRE HEURES (RUE DES);;;;;54;SALLE LE ROYAL
5505;VIOLETTES (IMPASSE DES);;;3;11;48;MAISON DE QUARTIER DES BRUYERES
5510;VITTEL (RUE DE);2;22;3;21;63;MAISON POUR TOUS JEAN MOULIN
5515;VIVALDI (ALLEE);;;1;9;51;FOYER FULBERT MASSON
5518;VOIE LACTEE (RUE DE LA);2;2;;;46;RESTAURANT SCOLAIRE JEAN MACE
5519;VOLOS (AVENUE DE);4;6;1;13;48;MAISON DE QUARTIER DES BRUYERES
5520;VOLTAIRE (RUE);2;154;1;169;86;ECOLE MATERNELLE PAULINE KERGOMARD
5523;VOSGES (RUE DES);42;50;9;9;38;RESTAURANT SCOLAIRE SABLONNIERE
5525;WAGRAM (IMPASSE);;;63;63;5;FOYER RENE-CLAIR
5530;WAGRAM (RUE);20;110;1;101;5;FOYER RENE-CLAIR
5535;WATTEAU (PLACE);;;;;55;ECOLE PRIMAIRE GUY MOQUET
5540;WILBUR WRIGHT (RUE);2;2;;;1;MAIRIE - SALLE PAUL SCARRON
5540;WILBUR WRIGHT (RUE);;;43;43;84;SALLE DU CHENE VERT
5541;WILLIAM SHAKESPEARE (RUE);4;18;1;15;25;ECOLE PRIMAIRE CLAIREFONTAINE
5542;WINSTON CHURCHILL (BOULEVARD);6;36;9BIS;55;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
5542;WINSTON CHURCHILL (BOULEVARD);;;5BIS;9;35;MAISON DE QUARTIER BARBARA
5542;WINSTON CHURCHILL (BOULEVARD);;;61;75;38;RESTAURANT SCOLAIRE SABLONNIERE
5543;XAVIER BICHAT (RUE);2;66;1;69;97;ITEMM
5545;YOKEL (RUE);6;24;3;23;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
5552;YOUGOSLAVIE (RUE DE);;;1;3;43;MAISON DE QUARTIER EDITH PIAF
5550;YSER (RUE DE L');2;26;1;23;48;MAISON DE QUARTIER DES BRUYERES
5551;YSSOIR (PONT);;;;;84;SALLE DU CHENE VERT
5551;YSSOIR (PONT);;;;;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
5554;YVES MONTAND (RUE);2;18;;;97;ITEMM
5557;ZINNIAS (RUE DES);2;18;1;27;61;RESTAURANT SCOLAIRE JEAN VILAR
5560;ZURICH (RUE DE);6;32;5;29;93;RESTAURANT SCOLAIRE DE LA MADELEINE
